id_prescricao,cpf_paciente,nome_paciente,medicamento,codigo_medicamento,quantidade,data_prescricao
93,70431629803,Daniela Alves,Paracetamol,MNO345,3,2025-04-24
94,10835472671,Sofia Souza,Dipirona,JKL012,5,2025-05-02
95,123456789,Julia Caldeira,Dipirona,INV,-1,2025-05-03
96,41632879573,Maria Julia Cavalcanti,Dipirona,GHI789,3,2025-05-17
97,34619708240,Sra. Julia da Paz,Dipirona,ABC123,4,2025-04-21
98,79643852083,Enzo Gabriel Aragão,Dipirona,GHI789,4,2025-05-03
99,32486017526,Dr. Alexandre Vieira,Paracetamol,DEF456,4,2025-05-18
100,38469752065,Dra. Júlia Silveira,Amoxicilina,JKL012,1,2025-04-26
101,97506813203,Pedro Lucas Souza,Dipirona,GHI789,2,2025-05-14
102,86253479083,Vinicius Aragão,Paracetamol,GHI789,5,2025-05-11
103,28613597068,Yuri da Conceição,Losartana,DEF456,2,2025-04-28
104,53206478910,Raquel Peixoto,Paracetamol,JKL012,2,2025-04-26
105,83564219773,Kamilly da Paz,Losartana,MNO345,5,2025-05-20
106,63045982700,Luigi Ferreira,Dipirona,MNO345,1,2025-04-22
107,40891326731,Mariana Souza,Dipirona,JKL012,4,2025-05-03
108,82461035989,Thomas Costa,Dipirona,GHI789,5,2025-04-27
109,43516982764,Luana Carvalho,Dipirona,JKL012,5,2025-05-16
110,76184203940,Dra. Larissa Ramos,Amoxicilina,INV,-1,2025-04-21
111,27915634070,Marcos Vinicius Moreira,Ibuprofeno,GHI789,2,2025-05-20
112,76538210902,Nicole da Mata,Dipirona,GHI789,3,2025-05-15
113,21340568780,Sra. Pietra Dias,Losartana,DEF456,2,2025-05-11
114,91560428333,Sr. Erick Costela,Dipirona,DEF456,5,2025-05-09
115,30857962159,Rafaela Costa,Ibuprofeno,GHI789,5,2025-05-15
116,87953126419,Caio da Mota,Ibuprofeno,JKL012,4,2025-04-30
117,42068937131,João Miguel Rodrigues,Losartana,GHI789,3,2025-04-26
118,26038974113,João Lucas Mendes,Losartana,MNO345,5,2025-05-05
119,123456789,André Cunha,Losartana,INV,-1,2025-04-30
120,82901567312,Maria Sophia Ribeiro,Dipirona,ABC123,1,2025-05-19
121,39251684782,Maria Vitória da Rocha,Dipirona,MNO345,1,2025-05-08
122,60134295706,Ana Luiza Silva,Ibuprofeno,ABC123,2,2025-05-18
123,69248750338,Thomas Pinto,Losartana,INV,-1,2025-05-04
124,60248371940,Calebe da Conceição,Ibuprofeno,MNO345,3,2025-05-03
125,85016794294,Larissa da Luz,Amoxicilina,ABC123,2,2025-05-02
126,18437206987,Lívia Lopes,Dipirona,GHI789,5,2025-05-18
127,97286351419,Milena Pinto,Dipirona,JKL012,2,2025-04-28
128,45267098167,Sofia Lopes,Paracetamol,JKL012,1,2025-05-19
129,30256917868,Isadora da Rocha,Dipirona,DEF456,2,2025-04-20
130,38690547274,Kamilly Caldeira,Paracetamol,ABC123,1,2025-05-19
131,69574310299,Gustavo da Cruz,Ibuprofeno,ABC123,3,2025-05-05
132,04317586207,Lucas da Luz,Paracetamol,DEF456,3,2025-04-24
133,36908412750,Luiz Miguel Silva,Losartana,GHI789,4,2025-04-27
134,14359280670,Miguel Souza,Paracetamol,JKL012,4,2025-05-13
135,34807956175,Maria Sophia da Mata,Amoxicilina,JKL012,5,2025-04-23
136,72604918501,Isaac Campos,Amoxicilina,GHI789,5,2025-04-25
137,94357068193,Natália Moreira,Dipirona,ABC123,5,2025-05-17
138,81029543615,Sra. Olivia Dias,Dipirona,ABC123,4,2025-05-13
139,64381270940,Isabella Farias,Paracetamol,JKL012,3,2025-04-21
140,42860357190,Sr. Ian Pereira,Ibuprofeno,JKL012,1,2025-05-16
141,15963784255,Valentina Almeida,Ibuprofeno,DEF456,5,2025-04-25
142,97514308288,Bianca Costela,Ibuprofeno,DEF456,3,2025-05-16
143,81264539070,Diego Alves,Dipirona,DEF456,2,2025-05-18
144,76402513890,Catarina Campos,Paracetamol,DEF456,4,2025-05-20
145,69875240338,Dra. Maysa Oliveira,Paracetamol,DEF456,1,2025-05-04
146,26719830422,Srta. Maria Vitória Cunha,Paracetamol,ABC123,4,2025-05-11
147,37268954000,Letícia Peixoto,Paracetamol,JKL012,5,2025-05-12
148,42983176509,Mariane Pinto,Dipirona,DEF456,4,2025-04-30
149,06859231777,Maria Luiza Lopes,Paracetamol,JKL012,1,2025-04-24
150,18640359270,Joaquim Ribeiro,Losartana,JKL012,4,2025-05-12
151,29701835441,Marcos Vinicius Nascimento,Dipirona,GHI789,5,2025-04-24
152,14856392719,Dra. Olivia Lopes,Amoxicilina,GHI789,2,2025-05-15
153,56103897203,Dr. Marcos Vinicius das Neves,Dipirona,DEF456,2,2025-04-24
154,26715094306,Emanuel Lopes,Ibuprofeno,JKL012,5,2025-05-20
155,31608425762,Diogo Cardoso,Dipirona,DEF456,4,2025-05-02
156,123456789,Luiz Henrique Farias,Amoxicilina,INV,-1,2025-05-13
157,20386714517,Ana Vitória Novaes,Paracetamol,DEF456,1,2025-05-15
158,02459187360,Maria Julia Souza,Paracetamol,DEF456,4,2025-04-24
159,85913064224,Bruno Araújo,Amoxicilina,GHI789,5,2025-04-20
160,30465879101,Ryan Mendes,Paracetamol,ABC123,5,2025-04-26
161,19237680422,Francisco da Paz,Amoxicilina,MNO345,4,2025-04-23
162,31047526999,Juan da Cunha,Amoxicilina,ABC123,4,2025-05-10
163,86125740307,Luigi Lopes,Losartana,DEF456,1,2025-05-01
164,69870453210,Brenda Campos,Paracetamol,GHI789,4,2025-05-11
165,25140387905,Cauã da Cruz,Losartana,JKL012,5,2025-05-02
166,56183074993,Maria Cecília Sales,Dipirona,DEF456,3,2025-05-10
167,123456789,Sra. Rafaela Farias,Dipirona,INV,-1,2025-05-15
168,21650783930,Srta. Beatriz das Neves,Losartana,JKL012,4,2025-05-15
169,89347126519,Pietra Cardoso,Dipirona,DEF456,5,2025-04-25
170,16340752934,Lucas Araújo,Paracetamol,MNO345,4,2025-04-24
171,59674032134,João Vitor Barbosa,Losartana,GHI789,1,2025-04-30
172,64720159370,Gabriel Gomes,Paracetamol,JKL012,1,2025-05-14
173,05672931499,Srta. Sarah Rodrigues,Paracetamol,MNO345,4,2025-04-26
174,34596178020,Esther Viana,Ibuprofeno,DEF456,3,2025-05-02
175,80934571600,Sra. Maria Vitória Vieira,Ibuprofeno,GHI789,1,2025-04-26
176,34208976500,Maria Sophia Teixeira,Dipirona,MNO345,4,2025-05-05
177,78651402317,Miguel da Cunha,Dipirona,JKL012,2,2025-04-29
178,34598162791,Pedro Miguel Carvalho,Amoxicilina,GHI789,4,2025-05-01
179,37809126512,Dr. Heitor Jesus,Losartana,MNO345,1,2025-04-28
180,29071863450,Luiz Otávio Moreira,Ibuprofeno,ABC123,2,2025-04-20
181,51760932434,Arthur Moura,Losartana,MNO345,4,2025-04-25
182,73845026910,Maria Eduarda Lima,Dipirona,GHI789,2,2025-04-22
183,31456892070,Maria Julia Oliveira,Amoxicilina,MNO345,5,2025-05-14
184,65384071290,Lorenzo da Cruz,Dipirona,JKL012,5,2025-04-23
185,74528019620,Caroline Rodrigues,Paracetamol,DEF456,3,2025-05-14
186,20914637878,Gustavo Campos,Paracetamol,ABC123,5,2025-05-08
187,63487905256,Yasmin da Mata,Dipirona,DEF456,4,2025-05-21
188,56230841762,João Pedro Fogaça,Losartana,MNO345,3,2025-05-19
189,36812740969,Danilo Cardoso,Paracetamol,MNO345,1,2025-04-21
190,25496081785,Emilly Barbosa,Amoxicilina,MNO345,2,2025-05-17
191,74906528120,Rafaela Dias,Paracetamol,INV,-1,2025-04-28
192,06973458157,Enzo Gabriel da Paz,Ibuprofeno,ABC123,5,2025-05-08
193,01648729576,Sra. Raquel Pinto,Losartana,GHI789,5,2025-05-01
194,56182973021,Lucas Azevedo,Paracetamol,MNO345,1,2025-05-05
195,39160487593,Francisco Barros,Ibuprofeno,GHI789,1,2025-05-16
196,50417296894,Dr. Vitor Hugo Rodrigues,Amoxicilina,JKL012,5,2025-05-17
197,123456789,Srta. Emilly Gonçalves,Ibuprofeno,INV,-1,2025-04-21
198,10589324705,Dr. Kaique Viana,Amoxicilina,ABC123,5,2025-05-18
199,41637829582,João Lucas da Cunha,Ibuprofeno,JKL012,5,2025-05-11
200,70538916230,Vicente Almeida,Paracetamol,ABC123,3,2025-05-17
201,93518426737,Lorena Fernandes,Amoxicilina,JKL012,5,2025-05-08
202,46980213598,Mirella Monteiro,Amoxicilina,DEF456,2,2025-05-04
203,69520138498,Esther Moreira,Ibuprofeno,JKL012,4,2025-05-16
204,53862704190,Sofia das Neves,Paracetamol,ABC123,1,2025-05-07
205,48235609738,Elisa Nogueira,Paracetamol,INV,-1,2025-04-25
206,31025847644,Sr. Danilo Barros,Ibuprofeno,DEF456,3,2025-05-08
207,13078456226,Maria Vitória Monteiro,Amoxicilina,DEF456,4,2025-04-21
208,19562378446,Dra. Nicole Souza,Amoxicilina,DEF456,3,2025-05-13
209,91845706366,Sr. Enrico da Mota,Paracetamol,JKL012,3,2025-05-14
210,84196250785,Murilo Campos,Losartana,DEF456,3,2025-05-17
211,29760183404,Vinicius Novaes,Ibuprofeno,DEF456,3,2025-05-10
212,24986310542,Sr. Davi Lucca Rocha,Losartana,MNO345,2,2025-05-21
213,40168573253,Pedro Nogueira,Amoxicilina,ABC123,4,2025-04-24
214,06713842526,Alana Campos,Paracetamol,MNO345,5,2025-04-22
215,10352697407,Srta. Rebeca Pereira,Dipirona,ABC123,4,2025-05-12
216,90584167202,Kevin da Mata,Ibuprofeno,GHI789,1,2025-05-15
217,39804712687,Luigi Cardoso,Ibuprofeno,GHI789,3,2025-05-15
218,02839754665,Lavínia Pereira,Dipirona,MNO345,2,2025-04-25
219,85097416201,Luiz Fernando Rezende,Losartana,JKL012,1,2025-04-25
220,91038264570,Igor da Luz,Dipirona,JKL012,3,2025-04-27
221,16352049842,Lorenzo Vieira,Dipirona,MNO345,3,2025-04-21
222,75491623873,Luiz Miguel Oliveira,Dipirona,DEF456,1,2025-04-30
223,36982475000,Mariane Costa,Losartana,GHI789,2,2025-05-12
224,87021654901,Heitor Cunha,Paracetamol,DEF456,2,2025-05-02
225,82609413505,Thiago Correia,Paracetamol,JKL012,4,2025-04-20
226,35986201442,Srta. Eduarda Souza,Dipirona,JKL012,1,2025-05-05
227,04138962778,Stephany Lima,Paracetamol,MNO345,1,2025-05-10
228,71596403225,Dra. Catarina Lima,Amoxicilina,GHI789,4,2025-05-21
229,76508219359,Marina Barbosa,Dipirona,ABC123,1,2025-05-12
230,67451930866,Vitor Nogueira,Dipirona,DEF456,5,2025-04-21
231,05428967374,Emilly Jesus,Losartana,DEF456,4,2025-05-14
232,91720543879,Ana Vitória Sales,Amoxicilina,DEF456,2,2025-05-04
233,36921480704,Mirella Lima,Paracetamol,MNO345,2,2025-05-08
234,72183409541,Maria Sophia Correia,Dipirona,GHI789,5,2025-04-23
235,65043271906,Paulo Moreira,Paracetamol,MNO345,2,2025-05-10
236,95068347175,Júlia Ferreira,Dipirona,JKL012,5,2025-05-05
237,95061748301,Maria Cecília Sales,Amoxicilina,ABC123,4,2025-04-30
238,19468237087,Antônio Gomes,Ibuprofeno,JKL012,3,2025-05-05
239,61094357243,João Miguel Souza,Losartana,DEF456,4,2025-04-30
240,64138957219,Luiza da Mata,Amoxicilina,ABC123,5,2025-05-09
241,10246538970,Enrico Moraes,Paracetamol,MNO345,3,2025-05-15
242,59728643047,Pedro Lucas Fernandes,Amoxicilina,DEF456,1,2025-05-15
243,25913674006,Luna Souza,Dipirona,DEF456,5,2025-05-21
244,05471368975,Sra. Milena Campos,Paracetamol,ABC123,5,2025-04-23
245,61570942811,Ana Luiza Farias,Dipirona,MNO345,4,2025-05-12
246,12547839032,Luigi Moraes,Paracetamol,JKL012,5,2025-05-20
247,85217634928,Isabelly Silveira,Ibuprofeno,JKL012,4,2025-04-27
248,19463580700,Kamilly Moraes,Ibuprofeno,ABC123,1,2025-05-08
249,26835491728,Felipe da Rosa,Dipirona,GHI789,4,2025-05-05
250,94160835775,Rebeca Moraes,Amoxicilina,MNO345,2,2025-05-19
251,56187043235,Pietra da Luz,Ibuprofeno,ABC123,5,2025-05-01
252,03186279577,João Guilherme Teixeira,Losartana,GHI789,2,2025-05-10
253,70812564308,Larissa Castro,Losartana,ABC123,1,2025-05-15
254,09634852700,Luiza Fogaça,Losartana,GHI789,5,2025-04-24
255,94507683157,Arthur Pinto,Ibuprofeno,GHI789,4,2025-04-20
256,69350148242,Dra. Bruna Viana,Amoxicilina,ABC123,1,2025-05-10
257,04983561242,Benjamin Dias,Ibuprofeno,DEF456,4,2025-04-21
258,86032175480,Diego Oliveira,Losartana,JKL012,4,2025-05-21
259,71694803520,Luiz Gustavo Ferreira,Ibuprofeno,INV,-1,2025-04-20
260,87450391600,Milena Gonçalves,Amoxicilina,DEF456,2,2025-04-25
261,87495123664,Sr. Lucas Moraes,Amoxicilina,ABC123,4,2025-05-11
262,50281637903,Elisa Monteiro,Losartana,DEF456,1,2025-04-25
263,10548326924,Juliana Porto,Dipirona,MNO345,3,2025-04-25
264,19234568737,Beatriz da Rocha,Paracetamol,GHI789,4,2025-05-08
265,69857214002,Pietra Moraes,Losartana,ABC123,3,2025-04-28
266,19584632728,Larissa Cunha,Ibuprofeno,ABC123,3,2025-04-29
267,75013849241,Carolina Alves,Paracetamol,ABC123,1,2025-04-28
268,32168974519,Paulo Cunha,Ibuprofeno,DEF456,3,2025-05-01
269,41835602762,Sabrina Moraes,Ibuprofeno,GHI789,2,2025-05-17
270,68074239187,Dra. Maria Luiza da Conceição,Losartana,DEF456,1,2025-04-28
271,84129375628,Giovanna Rocha,Amoxicilina,ABC123,3,2025-04-28
272,53624078992,Yago Fogaça,Amoxicilina,DEF456,5,2025-05-06
273,64032791570,Sra. Alexia Araújo,Losartana,JKL012,4,2025-04-24
274,07365248947,Bianca Nascimento,Ibuprofeno,ABC123,2,2025-04-20
275,95407831600,Ian Costa,Losartana,JKL012,5,2025-05-06
276,14658920794,Dr. Benício Moraes,Dipirona,JKL012,1,2025-04-25
277,05791236859,Ana Beatriz Ribeiro,Paracetamol,JKL012,5,2025-05-13
278,59043126870,Cauã Fogaça,Dipirona,GHI789,1,2025-04-20
279,76318459219,Isis Almeida,Ibuprofeno,DEF456,4,2025-05-08
280,91374086584,Sofia Rodrigues,Paracetamol,ABC123,4,2025-05-18
281,75246039161,João Guilherme Caldeira,Amoxicilina,ABC123,3,2025-05-01
282,54968072392,Emanuella Oliveira,Losartana,GHI789,1,2025-05-04
283,82543197079,Sra. Isabella Melo,Losartana,GHI789,2,2025-05-13
284,40159267307,Srta. Rafaela Gomes,Dipirona,JKL012,3,2025-05-09
285,20173468535,Pedro Henrique Novaes,Paracetamol,GHI789,4,2025-05-15
286,96018735466,Calebe Cardoso,Dipirona,GHI789,3,2025-05-18
287,98516270467,Gabrielly Gonçalves,Losartana,JKL012,2,2025-04-22
288,05926431824,Srta. Milena Moreira,Paracetamol,GHI789,1,2025-05-21
289,43279851637,Gustavo Henrique Silveira,Dipirona,ABC123,2,2025-04-21
290,83614297004,Srta. Amanda Silveira,Amoxicilina,ABC123,1,2025-04-29
291,40762193506,Dr. Rodrigo Rezende,Ibuprofeno,ABC123,1,2025-05-18
292,26307845929,Thiago da Rocha,Dipirona,INV,-1,2025-05-16
293,95210763803,João Vitor Duarte,Dipirona,MNO345,5,2025-05-08
294,74061592858,Dr. Nicolas Pires,Losartana,GHI789,2,2025-04-21
295,80592163415,Thiago Rocha,Ibuprofeno,DEF456,5,2025-04-29
296,79628150430,Dra. Marcela Sales,Losartana,GHI789,2,2025-04-25
297,15276839409,Kamilly Mendes,Ibuprofeno,MNO345,2,2025-05-13
298,43012685707,Ana Julia da Mota,Ibuprofeno,MNO345,5,2025-05-15
299,37618452946,Caio Sales,Dipirona,DEF456,3,2025-05-13
300,36472580162,Esther da Rocha,Dipirona,MNO345,3,2025-05-04
301,18349602589,Marina Pires,Dipirona,MNO345,4,2025-05-13
302,74532801680,Diogo Moura,Amoxicilina,INV,-1,2025-04-22
303,20468539700,Yago da Rosa,Paracetamol,ABC123,1,2025-05-16
304,123456789,Guilherme Freitas,Ibuprofeno,INV,-1,2025-05-12
305,37605189400,Luana Azevedo,Losartana,DEF456,2,2025-04-26
306,25406718967,Eloah Araújo,Ibuprofeno,MNO345,3,2025-05-05
307,63907418557,Valentina Ferreira,Amoxicilina,DEF456,5,2025-04-29
308,41209867303,Brenda Fogaça,Paracetamol,GHI789,1,2025-04-27
309,82906417530,Maria Alice Freitas,Amoxicilina,MNO345,2,2025-04-24
310,59032741888,Srta. Maria Eduarda Azevedo,Dipirona,JKL012,2,2025-05-11
311,73456809166,João Gabriel da Paz,Losartana,GHI789,1,2025-05-04
312,59408671384,Vitor Hugo Mendes,Amoxicilina,GHI789,4,2025-05-20
313,04263857992,Dr. Pedro da Conceição,Ibuprofeno,DEF456,5,2025-05-07
314,59214608776,Fernando Barbosa,Ibuprofeno,ABC123,2,2025-05-04
315,89651274085,Luiz Otávio Aragão,Ibuprofeno,ABC123,1,2025-05-14
316,25408397629,Helena da Mata,Amoxicilina,DEF456,5,2025-05-11
317,46875310910,Lavínia Azevedo,Amoxicilina,MNO345,2,2025-05-09
318,60718429567,Sr. Luiz Fernando Costa,Amoxicilina,JKL012,3,2025-05-10
319,36290481533,Bernardo Martins,Amoxicilina,MNO345,5,2025-04-21
320,36408571271,Mariane Fogaça,Paracetamol,ABC123,3,2025-05-21
321,70261849549,Alana Cardoso,Amoxicilina,ABC123,2,2025-05-13
322,20173596886,Elisa Pinto,Amoxicilina,GHI789,1,2025-05-01
323,48160972369,Bruno da Conceição,Dipirona,JKL012,4,2025-05-12
324,85316092759,Henrique Gonçalves,Paracetamol,JKL012,5,2025-04-26
325,91638027595,Pedro Lucas Cardoso,Ibuprofeno,JKL012,2,2025-04-23
326,61054387290,Isabelly Novaes,Ibuprofeno,JKL012,4,2025-05-07
327,02314567943,Srta. Rebeca Ferreira,Amoxicilina,MNO345,1,2025-04-28
328,123456789,Ana Moura,Losartana,INV,-1,2025-04-29
329,75691032461,Sra. Emilly Cunha,Ibuprofeno,DEF456,1,2025-05-12
330,40825963133,Maria Julia Mendes,Paracetamol,JKL012,1,2025-04-29
331,53904162799,Leandro Ramos,Paracetamol,JKL012,5,2025-04-24
332,08149736557,Gabrielly Moreira,Paracetamol,MNO345,4,2025-05-10
333,63918704548,Yago Nascimento,Paracetamol,JKL012,4,2025-04-23
334,03781962431,Luiz Miguel Fogaça,Losartana,JKL012,2,2025-05-20
335,16539047800,Lavínia Dias,Dipirona,DEF456,4,2025-05-03
336,50961827386,Ana Teixeira,Ibuprofeno,DEF456,4,2025-05-07
337,30618954775,Dr. Igor Araújo,Amoxicilina,MNO345,1,2025-05-11
338,07386145217,Diogo Correia,Dipirona,DEF456,4,2025-05-20
339,31982460598,Natália Porto,Dipirona,JKL012,3,2025-05-11
340,31574960857,Matheus Nascimento,Losartana,ABC123,5,2025-05-11
341,54306729800,Letícia Viana,Paracetamol,JKL012,5,2025-04-27
342,48190357204,Pietra Fernandes,Paracetamol,GHI789,4,2025-05-15
343,14576023934,Joaquim Silveira,Amoxicilina,DEF456,1,2025-05-18
344,49380257104,Luana Jesus,Paracetamol,GHI789,5,2025-05-21
345,56742981300,Melissa Pereira,Losartana,ABC123,3,2025-05-11
346,95163248782,Dr. Rafael Viana,Paracetamol,ABC123,3,2025-05-15
347,32098657447,Murilo Monteiro,Ibuprofeno,JKL012,3,2025-05-06
348,17524809379,Murilo Araújo,Losartana,ABC123,5,2025-05-01
349,09157382603,Caroline Caldeira,Losartana,JKL012,2,2025-05-21
350,04751982397,Luna Silva,Amoxicilina,ABC123,1,2025-05-17
351,68527301407,Gustavo Sales,Paracetamol,JKL012,2,2025-05-01
352,09718532668,Isabel Freitas,Dipirona,JKL012,3,2025-05-16
353,03579268112,Dr. Lucas Gabriel Rodrigues,Ibuprofeno,GHI789,3,2025-05-04
354,72456183053,Sra. Luiza Moraes,Dipirona,MNO345,1,2025-04-25
355,46239510815,Bianca Moraes,Paracetamol,GHI789,2,2025-05-15
356,16985207430,Manuela Cavalcanti,Amoxicilina,GHI789,4,2025-05-19
357,50824961315,Elisa Araújo,Amoxicilina,GHI789,1,2025-04-21
358,34916807510,Augusto Gonçalves,Amoxicilina,INV,-1,2025-05-06
359,17029853695,Dra. Gabrielly Ramos,Ibuprofeno,GHI789,3,2025-05-07
